小麦, 全国, 410.0, , 2012
小麦, 北海道, 492.0, , 2012
小麦, 都府県, 302.0, , 2012
小麦, 東北, 190.0, , 2012
小麦, 北陸, 157.0, , 2012
小麦, 関東・東山, 346.0, , 2012
小麦, 東海, 299.0, , 2012
小麦, 近畿, 266.0, , 2012
小麦, 中国, 230.0, , 2012
小麦, 四国, 280.0, , 2012
小麦, 九州, 314.0, , 2012
小麦, 沖縄, 144.0, , 2012
小麦, 北海道, 492.0, , 2012
小麦, 青森, 137.0, , 2012
小麦, 岩手, 160.0, , 2012
小麦, 宮城, 347.0, , 2012
小麦, 秋田, 188.0, , 2012
小麦, 山形, 181.0, , 2012
小麦, 福島, 177.0, , 2012
小麦, 茨城, 257.0, , 2012
小麦, 栃木, 333.0, , 2012
小麦, 群馬, 451.0, , 2012
小麦, 埼玉, 320.0, , 2012
小麦, 千葉, 222.0, , 2012
小麦, 東京, 312.0, , 2012
小麦, 神奈川, 259.0, , 2012
小麦, 新潟, 218.0, , 2012
小麦, 富山, 291.0, , 2012
小麦, 石川, 126.0, , 2012
小麦, 福井, 54.0, , 2012
小麦, 山梨, 336.0, , 2012
小麦, 長野, 382.0, , 2012
小麦, 岐阜, 314.0, , 2012
小麦, 静岡, 181.0, , 2012
小麦, 愛知, 375.0, , 2012
小麦, 三重, 236.0, , 2012
小麦, 滋賀, 288.0, , 2012
小麦, 京都, 125.0, , 2012
小麦, 大阪, x, , 2012
小麦, 兵庫, 202.0, , 2012
小麦, 奈良, 207.0, , 2012
小麦, 和歌山, 100.0, , 2012
小麦, 鳥取, 230.0, , 2012
小麦, 島根, 150.0, , 2012
小麦, 岡山, 294.0, , 2012
小麦, 広島, 184.0, , 2012
小麦, 山口, 213.0, , 2012
小麦, 徳島, 287.0, , 2012
小麦, 香川, 278.0, , 2012
小麦, 愛媛, 293.0, , 2012
小麦, 高知, 186.0, , 2012
小麦, 福岡, 333.0, , 2012
小麦, 佐賀, 330.0, , 2012
小麦, 長崎, 249.0, , 2012
小麦, 熊本, 282.0, , 2012
小麦, 大分, 215.0, , 2012
小麦, 宮崎, 171.0, , 2012
小麦, 鹿児島, 157.0, , 2012
小麦, 沖縄, 144.0, , 2012
小麦, 関東農政局, 341.0, , 2012
小麦, 東海農政局, 306.0, , 2012
小麦, 中国四国農政局, 257.0, , 2012
